region,planting_code,planting_label,scenario,cultivar_id,cultivar_label,n_years,n_sites,yield_mean_kg_ha,yield_sd_across_years,irrigation_mean_mm,seasonal_precip_mean_mm,best_yield_mean_kg_ha,yield_penalty_percent
Southcentral,MAY01,May 01,Irrigated,990001,Long Season,38,507,5765.017076715457,1570.6094360281636,289.7280182705284,582.8609986504723,6361.080712135368,9.370477476928873
Southcentral,MAY01,May 01,Irrigated,990002,Medium Season,38,507,6572.58382642998,1762.3416328679664,221.75724073497355,520.5649849475761,6955.459047025849,5.504672200745489
Southcentral,MAY01,May 01,Irrigated,990003,Short Season,38,507,4124.236530675802,866.1790607981258,160.63142323263781,469.97601993148555,4229.4084397383995,2.486681306880417
Southcentral,MAY01,May 01,Irrigated,990004,V. Short Season,38,507,2798.0678916225474,616.6151582865364,97.78236271151252,434.672843350981,2923.506903353057,4.290703455724356
Southcentral,MAY01,May 01,Rainfed,990001,Long Season,38,507,2943.170559534932,2027.210965046367,0.0,576.8957230353992,3202.951313194228,8.110668201204177
Southcentral,MAY01,May 01,Rainfed,990002,Medium Season,38,507,4027.9449807951837,2489.2867489878345,0.0,518.7523616734143,4419.292691788643,8.855437697544026
Southcentral,MAY01,May 01,Rainfed,990003,Short Season,38,507,3234.732118758435,1377.8828097618655,0.0,469.70087200249145,3339.539811066127,3.1383872700182955
Southcentral,MAY01,May 01,Rainfed,990004,V. Short Season,38,507,2650.5066957334166,719.2693435227304,0.0,434.60775459358456,2691.10910412125,1.5087611396228222
Southcentral,MAY10,May 10,Irrigated,990001,Long Season,38,507,5962.313453752725,1590.0282171004837,293.295183224333,600.6486037579156,6361.080712135368,6.26886022090388
Southcentral,MAY10,May 10,Irrigated,990002,Medium Season,38,507,6651.647409944981,1900.2256645199993,228.35954531298663,537.1851967196097,6955.459047025849,4.367959541229391
Southcentral,MAY10,May 10,Irrigated,990003,Short Season,38,507,3956.2150939478875,994.2335116819332,167.31288279871276,487.29533893906364,4229.4084397383995,6.459374867266539
Southcentral,MAY10,May 10,Irrigated,990004,V. Short Season,38,507,2923.506903353057,730.5415257626721,109.6348489567113,451.6169936676009,2923.506903353057,0.0
Southcentral,MAY10,May 10,Rainfed,990001,Long Season,38,507,2908.261185508149,1884.041510630554,0.0,595.1104536489152,3202.951313194228,9.200580928974267
Southcentral,MAY10,May 10,Rainfed,990002,Medium Season,38,507,4077.2399563998756,2552.1488478345304,0.0,535.1510951936053,4419.292691788643,7.739988257042261
Southcentral,MAY10,May 10,Rainfed,990003,Short Season,38,507,3040.426139312779,1453.042457699055,0.0,486.78064984947576,3339.539811066127,8.956733223008293
Southcentral,MAY10,May 10,Rainfed,990004,V. Short Season,38,507,2691.10910412125,811.3778399316609,0.0,451.65633758953595,2691.10910412125,0.0
Southcentral,MAY20,May 20,Irrigated,990001,Long Season,38,507,6361.080712135368,1668.2855046461323,296.85975293262743,620.6567009239075,6361.080712135368,0.0
Southcentral,MAY20,May 20,Irrigated,990002,Medium Season,38,507,6955.459047025849,2034.9928548680796,233.55133395619222,558.8993563791134,6955.459047025849,0.0
Southcentral,MAY20,May 20,Irrigated,990003,Short Season,38,507,3998.395203986297,1145.362948410694,174.75474929928373,508.46968753244056,4229.4084397383995,5.462069673422017
Southcentral,MAY20,May 20,Irrigated,990004,V. Short Season,38,507,2852.8833177618603,724.111218284922,123.22744731651615,469.0197238658777,2923.506903353057,2.4157146853389175
Southcentral,MAY20,May 20,Rainfed,990001,Long Season,38,507,3202.951313194228,2008.6301692912825,0.0,614.9219869199627,3202.951313194228,0.0
Southcentral,MAY20,May 20,Rainfed,990002,Medium Season,38,507,4071.4285788435586,2621.2426489617346,0.0,556.0933250285477,4419.292691788643,7.871488430522847
Southcentral,MAY20,May 20,Rainfed,990003,Short Season,38,507,2993.4641337070484,1527.5456525951963,0.0,508.2306135160386,3339.539811066127,10.362975048606959
Southcentral,MAY20,May 20,Rainfed,990004,V. Short Season,38,507,2591.447991279975,875.891598939271,0.0,469.10111076507843,2691.10910412125,3.7033471697097102
Southeast,APR01,Apr 01,Irrigated,990001,Long Season,38,538,6092.058843670515,1596.3096366492714,189.4944727059284,568.630258266484,6982.835501858736,12.756661072011632
Southeast,APR01,Apr 01,Irrigated,990002,Medium Season,38,538,7782.232537663862,1473.7144440083925,141.25293484640972,497.3553609861084,7782.232537663862,0.0
Southeast,APR01,Apr 01,Irrigated,990003,Short Season,38,538,4469.081197417335,543.8799016252293,90.27954412052436,440.52817452553313,4561.5026902758755,2.0261194420769066
Southeast,APR01,Apr 01,Irrigated,990004,V. Short Season,38,538,2589.161416552534,709.8305894928615,52.62546468401487,390.18137350811975,3125.3636274701626,17.156474408440584
Southeast,APR01,Apr 01,Rainfed,990001,Long Season,38,538,4639.599833692037,2267.0956504250203,0.0,567.7622285267071,5276.163177460379,12.064891140738851
Southeast,APR01,Apr 01,Rainfed,990002,Medium Season,38,538,6437.613676384269,2313.6722466690876,0.0,496.90070436313835,6811.84963803561,5.493896394331788
Southeast,APR01,Apr 01,Rainfed,990003,Short Season,38,538,4160.40422617883,800.0113388498999,0.0,440.5260223048327,4331.086382312659,3.940862431903068
Southeast,APR01,Apr 01,Rainfed,990004,V. Short Season,38,538,2524.6961944824884,656.2712395773972,0.0,390.18137350811975,3106.8711602426138,18.73830409223225
Southeast,APR10,Apr 10,Irrigated,990001,Long Season,38,538,6134.536489923694,1618.003983125173,175.72026022304834,721.712091567208,6982.835501858736,12.148345922071869
Southeast,APR10,Apr 10,Irrigated,990002,Medium Season,38,538,7708.290500880454,1599.1634678033454,132.89473684210526,648.6321659166504,7782.232537663862,0.9501391332827578
Southeast,APR10,Apr 10,Irrigated,990003,Short Season,38,538,4501.01633731168,664.0114532298343,95.14649774995108,595.6875366855801,4561.5026902758755,1.3260181363728867
Southeast,APR10,Apr 10,Irrigated,990004,V. Short Season,38,538,2504.9848366268834,546.0115620994859,55.56031109371943,545.0606045783603,3125.3636274701626,19.849811567220648
Southeast,APR10,Apr 10,Rainfed,990001,Long Season,38,538,5030.47285267071,2255.1785186733377,0.0,720.5756212091568,5276.163177460379,4.656609671195369
Southeast,APR10,Apr 10,Rainfed,990002,Medium Season,38,538,6811.84963803561,2217.815942855266,0.0,648.3257679514772,6811.84963803561,0.0
Southeast,APR10,Apr 10,Rainfed,990003,Short Season,38,538,4331.086382312659,787.1491139420785,0.0,595.2892780277832,4331.086382312659,0.0
Southeast,APR10,Apr 10,Rainfed,990004,V. Short Season,38,538,2499.000489141068,544.3897399041656,0.0,544.7823322246136,3106.8711602426138,19.565364630507478
Southeast,APR20,Apr 20,Irrigated,990001,Long Season,38,538,6248.089463901389,1662.5632236665717,181.54348464097046,736.8043924867932,6982.835501858736,10.522173088020878
Southeast,APR20,Apr 20,Irrigated,990002,Medium Season,38,538,7500.503423987478,1783.8270175995024,140.044756407748,660.8110448053219,7782.232537663862,3.6201579985292516
Southeast,APR20,Apr 20,Irrigated,990003,Short Season,38,538,4508.752201134807,706.9172781831285,98.67075914693798,607.3178438661711,4561.5026902758755,1.1564278862209287
Southeast,APR20,Apr 20,Irrigated,990004,V. Short Season,38,538,2841.559283897476,573.0510004801548,61.42878106045784,563.823811387204,3125.3636274701626,9.080682358948845
Southeast,APR20,Apr 20,Rainfed,990001,Long Season,38,538,5063.986939933477,2384.3943405643595,0.0,736.1873410291528,5276.163177460379,4.02141159002272
Southeast,APR20,Apr 20,Rainfed,990002,Medium Season,38,538,6529.180639796517,2356.704687802982,0.0,660.8604480532185,6811.84963803561,4.149665850824744
Southeast,APR20,Apr 20,Rainfed,990003,Short Season,38,538,4327.898601056545,829.7463597901691,0.0,607.3414693797691,4331.086382312659,0.07360234764960004
Southeast,APR20,Apr 20,Rainfed,990004,V. Short Season,38,538,2835.2331735472508,572.3305313372232,0.0,563.9160144785756,3106.8711602426138,8.743136508890537
Southeast,MAY01,May 01,Irrigated,990001,Long Season,38,538,6369.461944824888,1720.7417114781697,185.87727450596753,761.7722559186069,6982.835501858736,8.784018424472077
Southeast,MAY01,May 01,Irrigated,990002,Medium Season,38,538,7414.280766973196,1978.482099020161,148.0996869497163,680.8031207200156,7782.232537663862,4.728100437886957
Southeast,MAY01,May 01,Irrigated,990003,Short Season,38,538,4561.5026902758755,900.4139840358853,110.0029348464097,624.7410487184504,4561.5026902758755,0.0
Southeast,MAY01,May 01,Irrigated,990004,V. Short Season,38,538,2891.5013206808844,504.9578772477504,69.5387399726081,580.6697808648014,3125.3636274701626,7.4827231216797285
Southeast,MAY01,May 01,Rainfed,990001,Long Season,38,538,4985.283995304246,2603.557915614631,0.0,758.6842594404227,5276.163177460379,5.51308161579917
Southeast,MAY01,May 01,Rainfed,990002,Medium Season,38,538,6342.654617491685,2499.220641089362,0.0,680.7191841126981,6811.84963803561,6.887923918990539
Southeast,MAY01,May 01,Rainfed,990003,Short Season,38,538,4325.2328311485035,1086.5737609369141,0.0,624.7661416552534,4331.086382312659,0.1351520299401222
Southeast,MAY01,May 01,Rainfed,990004,V. Short Season,38,538,2877.334132263745,500.2242456005695,0.0,580.6882703971826,3106.8711602426138,7.388044632045334
Southeast,MAY10,May 10,Irrigated,990001,Long Season,38,538,6444.390432400704,1758.084844714793,189.4577871258071,784.3837800821757,6982.835501858736,7.710980293244845
Southeast,MAY10,May 10,Irrigated,990002,Medium Season,38,538,7486.211064370965,2028.257537572527,153.6807865388378,696.9453140285658,7782.232537663862,3.8038117193264878
Southeast,MAY10,May 10,Irrigated,990003,Short Season,38,538,4444.3412248092345,1028.016274016597,117.90623165720994,639.93244961847,4561.5026902758755,2.5684839716614336
Southeast,MAY10,May 10,Irrigated,990004,V. Short Season,38,538,3125.3636274701626,677.384682085108,77.60712189395421,599.2328800626101,3125.3636274701626,0.0
Southeast,MAY10,May 10,Rainfed,990001,Long Season,38,538,4923.943357464293,2681.195369167647,0.0,779.8139796517315,5276.163177460379,6.6756809474877485
Southeast,MAY10,May 10,Rainfed,990002,Medium Season,38,538,6356.62986695363,2617.2708671487057,0.0,696.7510271962434,6811.84963803561,6.68276305660287
Southeast,MAY10,May 10,Rainfed,990003,Short Season,38,538,4150.641068284093,1253.8675683395504,0.0,639.9268734102915,4331.086382312659,4.166282962294878
Southeast,MAY10,May 10,Rainfed,990004,V. Short Season,38,538,3106.8711602426138,687.658927266351,0.0,599.2328800626101,3106.8711602426138,0.0
Southeast,MAY20,May 20,Irrigated,990001,Long Season,38,538,6982.835501858736,2004.1550394794488,193.87473097241244,818.7646253179417,6982.835501858736,0.0
Southeast,MAY20,May 20,Irrigated,990002,Medium Season,38,538,7642.441107415379,2081.8242409534564,160.73542359616513,719.548473879867,7782.232537663862,1.7962895553677078
Southeast,MAY20,May 20,Irrigated,990003,Short Season,38,538,4532.359127372334,1194.404464823528,127.22436900802191,663.0118861279593,4561.5026902758755,0.6389026792786737
Southeast,MAY20,May 20,Irrigated,990004,V. Short Season,38,538,3110.757288201917,692.7122385286951,87.58559968694972,621.3649970651536,3125.3636274701626,0.4673484755458215
Southeast,MAY20,May 20,Rainfed,990001,Long Season,38,538,5276.163177460379,2954.97145731349,0.0,813.4599882606143,5276.163177460379,0.0
Southeast,MAY20,May 20,Rainfed,990002,Medium Season,38,538,6328.136861670905,2827.1047838426975,0.0,719.2010858931716,6811.84963803561,7.101048937777159
Southeast,MAY20,May 20,Rainfed,990003,Short Season,38,538,4185.341029152808,1398.3332995092499,0.0,662.9872334181179,4331.086382312659,3.3650991990150043
Southeast,MAY20,May 20,Rainfed,990004,V. Short Season,38,538,3071.367687341029,737.1788958094896,0.0,621.3649970651536,3106.8711602426138,1.1427404314639251
Southwest,APR01,Apr 01,Irrigated,990001,Long Season,38,253,5692.018826711047,1296.919109373153,402.8006032868733,341.89546494695236,6731.888495943415,15.446923546921282
Southwest,APR01,Apr 01,Irrigated,990002,Medium Season,38,253,7157.982733513625,1145.935349778499,313.6311628874558,290.04004576659037,7378.8752860411905,2.9935802404118896
Southwest,APR01,Apr 01,Irrigated,990003,Short Season,38,253,4336.211150405658,726.2870579705141,213.38412731433326,238.96317869773247,4453.245995423341,2.6280794983695213
Southwest,APR01,Apr 01,Irrigated,990004,V. Short Season,38,253,2540.9502808404413,811.4843006405886,114.92354899105472,200.16163927605575,3049.8094445600163,16.684949436012584
Southwest,APR01,Apr 01,Rainfed,990001,Long Season,38,253,1824.7167672144788,1373.7810344210002,0.0,338.0,2129.167256084876,14.299040528653558
Southwest,APR01,Apr 01,Rainfed,990002,Medium Season,38,253,2510.3677969627624,1437.31275139618,0.0,287.84241730809237,2538.2959226128564,1.1002706737733516
Southwest,APR01,Apr 01,Rainfed,990003,Short Season,38,253,1848.7411067193675,1023.9535948121415,0.0,238.58654046182653,1949.9128354483043,5.1885257068773765
Southwest,APR01,Apr 01,Rainfed,990004,V. Short Season,38,253,1634.2235281880592,716.2664109076151,0.0,200.15851882671106,2072.251924277096,21.137796566015627
Southwest,APR10,Apr 10,Irrigated,990001,Long Season,38,253,5715.723528188059,1323.3256778673574,407.66590389016017,407.0063449136676,6731.888495943415,15.094797965945059
Southwest,APR10,Apr 10,Irrigated,990002,Medium Season,38,253,7070.914915747867,1165.4786586963123,317.98158934886624,356.16715206989807,7378.8752860411905,4.173540795246943
Southwest,APR10,Apr 10,Irrigated,990003,Short Season,38,253,4453.245995423341,894.246135669983,231.88319117952983,307.52537965467025,4453.245995423341,0.0
Southwest,APR10,Apr 10,Irrigated,990004,V. Short Season,38,253,2506.381422924901,609.2184656012209,127.96962762637821,268.6258581235698,3049.8094445600163,17.818425429970215
Southwest,APR10,Apr 10,Rainfed,990001,Long Season,38,253,1636.116080715623,1295.6393623819079,0.0,377.4123153734138,2129.167256084876,23.15699595511713
Southwest,APR10,Apr 10,Rainfed,990002,Medium Season,38,253,2268.2259205325568,1422.2491631598573,0.0,332.8274391512378,2538.2959226128564,10.639815463371843
Southwest,APR10,Apr 10,Rainfed,990003,Short Season,38,253,1855.4587060536717,1073.8905770310039,0.0,289.9705637611816,1949.9128354483043,4.844018033909538
Southwest,APR10,Apr 10,Rainfed,990004,V. Short Season,38,253,1772.2810484709798,766.5118995974701,0.0,256.6356355315165,2072.251924277096,14.475598854167345
Southwest,APR20,Apr 20,Irrigated,990001,Long Season,38,253,5794.545246515499,1313.365401440232,408.14957353858955,416.070938215103,6731.888495943415,13.9239271415852
Southwest,APR20,Apr 20,Irrigated,990002,Medium Season,38,253,7024.04691075515,1330.671136448188,317.36009985437903,367.92531724568335,7378.8752860411905,4.808705412832748
Southwest,APR20,Apr 20,Irrigated,990003,Short Season,38,253,4388.1410443103805,830.0510896560462,232.26544622425632,316.6805700020803,4453.245995423341,1.4619661967892548
Southwest,APR20,Apr 20,Irrigated,990004,V. Short Season,38,253,2809.0223632203038,746.9451346229538,138.29831495735388,282.2863532348658,3049.8094445600163,7.895151671498938
Southwest,APR20,Apr 20,Rainfed,990001,Long Season,38,253,1673.5907010609528,1207.516035742837,0.0,384.5294362388184,2129.167256084876,21.39693599560796
Southwest,APR20,Apr 20,Rainfed,990002,Medium Season,38,253,2115.5674017058454,1456.7851823267433,0.0,342.7577491158727,2538.2959226128564,16.654028284923733
Southwest,APR20,Apr 20,Rainfed,990003,Short Season,38,253,1761.4845017682546,1064.6602557241836,0.0,299.2952985229873,1949.9128354483043,9.663423423577196
Southwest,APR20,Apr 20,Rainfed,990004,V. Short Season,38,253,1940.8272311212816,893.5735618615117,0.0,269.388599958394,2072.251924277096,6.342119489244137
Southwest,MAY01,May 01,Irrigated,990001,Long Season,38,253,6038.550967339297,1339.813482905995,408.4382151029748,425.49968795506555,6731.888495943415,10.299302031249004
Southwest,MAY01,May 01,Irrigated,990002,Medium Season,38,253,6974.999583940087,1534.5973696114147,317.36009985437903,380.5111296026628,7378.8752860411905,5.4734046374943555
Southwest,MAY01,May 01,Irrigated,990003,Short Season,38,253,4308.224152277929,813.3291330213214,240.045766590389,332.03026835864364,4453.245995423341,3.2565423804221263
Southwest,MAY01,May 01,Irrigated,990004,V. Short Season,38,253,2901.499271895153,710.0043449208225,151.61483253588517,296.19950072810485,3049.8094445600163,4.862932434333104
Southwest,MAY01,May 01,Rainfed,990001,Long Season,38,253,1690.84085708342,1212.101333233847,0.0,400.88371125442063,2129.167256084876,20.58675276678137
Southwest,MAY01,May 01,Rainfed,990002,Medium Season,38,253,2145.0734345745786,1662.9977514904383,0.0,363.5348450176825,2538.2959226128564,15.491593574066206
Southwest,MAY01,May 01,Rainfed,990003,Short Season,38,253,1893.9473684210527,1188.8516752203213,0.0,319.73996255460787,1949.9128354483043,2.8701522452609844
Southwest,MAY01,May 01,Rainfed,990004,V. Short Season,38,253,1967.3250468067401,889.6415996903569,0.0,287.72363220303725,2072.251924277096,5.063422851300256
Southwest,MAY10,May 10,Irrigated,990001,Long Season,38,253,6334.411587268567,1397.2861078565606,407.8583315997504,439.3875598086124,6731.888495943415,5.904389368813297
Southwest,MAY10,May 10,Irrigated,990002,Medium Season,38,253,7020.10432702309,1715.9451339048815,316.37715831079674,392.7853130850843,7378.8752860411905,4.86213609947842
Southwest,MAY10,May 10,Irrigated,990003,Short Season,38,253,4191.313813189099,880.1902600133659,241.44476804659874,347.7159350946536,4453.245995423341,5.881826032144482
Southwest,MAY10,May 10,Irrigated,990004,V. Short Season,38,253,3049.8094445600163,699.5312215691432,164.5464946952361,312.5871645516954,3049.8094445600163,0.0
Southwest,MAY10,May 10,Rainfed,990001,Long Season,38,253,1800.960682338257,1335.701554049084,0.0,427.2146869149157,2129.167256084876,15.414785889114558
Southwest,MAY10,May 10,Rainfed,990002,Medium Season,38,253,2453.9858539629704,2006.5556739842123,0.0,386.18587476596633,2538.2959226128564,3.3215224394758285
Southwest,MAY10,May 10,Rainfed,990003,Short Season,38,253,1898.4590180986063,1218.4272018392505,0.0,344.6202413147493,1949.9128354483043,2.6387752526316546
Southwest,MAY10,May 10,Rainfed,990004,V. Short Season,38,253,2033.7922820886206,921.3199710218017,0.0,310.54275015602246,2072.251924277096,1.8559346833224406
Southwest,MAY20,May 20,Irrigated,990001,Long Season,38,253,6731.888495943415,1452.1686964700698,409.61358435614727,454.9254212606615,6731.888495943415,0.0
Southwest,MAY20,May 20,Irrigated,990002,Medium Season,38,253,7378.8752860411905,1864.1214724268127,317.6955481589349,409.9816933638444,7378.8752860411905,0.0
Southwest,MAY20,May 20,Irrigated,990003,Short Season,38,253,4288.4543374245895,1015.3126401339072,242.31329311420842,369.20709382151034,4453.245995423341,3.7004840551837894
Southwest,MAY20,May 20,Irrigated,990004,V. Short Season,38,253,2991.104014978157,689.1562416697433,172.7974828375286,330.1360515914292,3049.8094445600163,1.9248884446394823
Southwest,MAY20,May 20,Rainfed,990001,Long Season,38,253,2129.167256084876,1543.7062089485958,0.0,445.78011233617644,2129.167256084876,0.0
Southwest,MAY20,May 20,Rainfed,990002,Medium Season,38,253,2538.2959226128564,1718.9669255123126,0.0,406.64260453505307,2538.2959226128564,0.0
Southwest,MAY20,May 20,Rainfed,990003,Short Season,38,253,1949.9128354483043,1307.8034860240011,0.0,369.83971291866027,1949.9128354483043,0.0
Southwest,MAY20,May 20,Rainfed,990004,V. Short Season,38,253,2072.251924277096,972.4667602767547,0.0,331.8632203037237,2072.251924277096,0.0
