region,planting_code,planting_label,cultivar_id,cultivar_label,n_years,n_sites,rainfed_yield_mean_kg_ha,irrigated_yield_mean_kg_ha,irrigation_mean_mm,incremental_benefit_mean_kg_ha,incremental_iwue_mean_kg_m3,gross_irrigation_productivity_mean_kg_m3,yield_gap_mean_percent,rainfed_seasonal_precip_mean_mm
Southeast,MAY10,May 10,990001,Long Season,38,538,4923.943357464293,6444.390432400704,189.4577871258071,1520.4470749364116,0.6376975115072899,5.569805004887444,29.74659444265066,779.8139796517315
Southeast,MAY10,May 10,990002,Medium Season,38,538,6356.62986695363,7486.211064370965,153.6807865388378,1129.5811974173353,0.5656515833919208,7.23495883603893,19.3479419797051,696.7510271962434
Southeast,MAY10,May 10,990003,Short Season,38,538,4150.641068284093,4444.3412248092345,117.90623165720994,293.70015652514184,0.16939349425439232,5.1233192256367515,8.460305840868024,639.9268734102915
Southeast,MAY10,May 10,990004,V. Short Season,38,538,3106.8711602426138,3125.3636274701626,77.60712189395421,18.492467227548424,0.014576607177795792,5.1823255904631464,0.7100070784237232,599.2328800626101
Southeast,MAY20,May 20,990001,Long Season,38,538,5276.163177460379,6982.835501858736,193.87473097241244,1706.6723243983565,0.7335844931750928,5.7133697397241825,30.521117537603914,813.4599882606143
Southeast,MAY20,May 20,990002,Medium Season,38,538,6328.136861670905,7642.441107415379,160.73542359616513,1314.3042457444726,0.6385058630470667,7.067754146269309,21.92754301576263,719.2010858931716
Southeast,MAY20,May 20,990003,Short Season,38,538,4185.341029152808,4532.359127372334,127.22436900802191,347.0180982195265,0.19305532928885502,4.812344124405889,9.93273911205583,662.9872334181179
Southeast,MAY20,May 20,990004,V. Short Season,38,538,3071.367687341029,3110.757288201917,87.58559968694972,39.38960086088828,0.02587694398635995,4.555044258260273,1.6519598343492508,621.3649970651536
Southwest,APR01,Apr 01,990001,Long Season,38,253,1824.7167672144788,5692.018826711047,402.8006032868733,3867.3020594965674,0.9976079982149741,1.546347608470497,70.21292979537365,338.0
Southwest,APR01,Apr 01,990002,Medium Season,38,253,2510.3677969627624,7157.982733513625,313.6311628874558,4647.614936550864,1.5035663182630385,2.4960773088909045,66.07327170244302,287.84241730809237
Southwest,APR01,Apr 01,990003,Short Season,38,253,1848.7411067193675,4336.211150405658,213.38412731433326,2487.470043686291,1.1615941694559282,2.258641396492697,57.7029938186811,238.58654046182653
Southwest,APR01,Apr 01,990004,V. Short Season,38,253,1634.2235281880592,2540.9502808404413,114.92354899105472,906.726752652382,0.6657636322510673,2.4398440418029144,33.115999605859045,200.15851882671106
Southwest,APR10,Apr 10,990001,Long Season,38,253,1636.116080715623,5715.723528188059,407.66590389016017,4079.607447472436,1.04381318824447,1.5309956494182133,73.2365517416279,377.4123153734138
Southwest,APR10,Apr 10,990002,Medium Season,38,253,2268.2259205325568,7070.914915747867,317.98158934886624,4802.6889952153115,1.534335410073376,2.4420025676872883,69.29228812820818,332.8274391512378
Southwest,APR10,Apr 10,990003,Short Season,38,253,1855.4587060536717,4453.245995423341,231.88319117952983,2597.787289369669,1.1044646316337365,2.142237265363491,58.22980063715187,289.9705637611816
Southwest,APR10,Apr 10,990004,V. Short Season,38,253,1772.2810484709798,2506.381422924901,127.96962762637821,734.1003744539214,0.45834477354003045,2.213541753563451,27.15550529426733,256.6356355315165
Southwest,APR20,Apr 20,990001,Long Season,38,253,1673.5907010609528,5794.545246515499,408.14957353858955,4120.954545454546,1.055225121838442,1.5518430293121916,73.15677114962045,384.5294362388184
Southwest,APR20,Apr 20,990002,Medium Season,38,253,2115.5674017058454,7024.04691075515,317.36009985437903,4908.479509049303,1.594315988435012,2.452366246360124,71.33479230440284,342.7577491158727
Southwest,APR20,Apr 20,990003,Short Season,38,253,1761.4845017682546,4388.1410443103805,232.26544622425632,2626.656542542126,1.1174293997833524,2.111846198493276,59.84980164197901,299.2952985229873
Southwest,APR20,Apr 20,990004,V. Short Season,38,253,1940.8272311212816,2809.0223632203038,138.29831495735388,868.1951320990223,0.5371461285230268,2.309140789947634,30.145199415583438,269.388599958394
Southwest,MAY01,May 01,990001,Long Season,38,253,1690.84085708342,6038.550967339297,408.4382151029748,4347.710110255877,1.1191156990946993,1.6177860322716344,74.12358266379746,400.88371125442063
Southwest,MAY01,May 01,990002,Medium Season,38,253,2145.0734345745786,6974.999583940087,317.36009985437903,4829.926149365509,1.5822325374634352,2.4582564949750814,71.2970071720388,363.5348450176825
Southwest,MAY01,May 01,990003,Short Season,38,253,1893.9473684210527,4308.224152277929,240.045766590389,2414.276783856875,0.9841997114071481,1.9919001365250155,57.257181666971206,319.73996255460787
Southwest,MAY01,May 01,990004,V. Short Season,38,253,1967.3250468067401,2901.499271895153,151.61483253588517,934.1742250884126,0.5388908369523826,2.1661823842766115,32.013976767029874,287.72363220303725
Southwest,MAY10,May 10,990001,Long Season,38,253,1800.960682338257,6334.411587268567,407.8583315997504,4533.45090493031,1.164624409233266,1.7034679181819896,73.55764396073093,427.2146869149157
Southwest,MAY10,May 10,990002,Medium Season,38,253,2453.9858539629704,7020.10432702309,316.37715831079674,4566.118473060121,1.4803876031093188,2.512017854731533,68.00144462552957,386.18587476596633
