region,planting_code,planting_label,cultivar_id,maturity_class,n_years,n_sites,irrigation_mean_mm,incremental_benefit_mean_kg_ha,incremental_iwue_mean_kg_m3,gross_irrigation_productivity_mean_kg_m3,yield_gap_mean_percent,rainfed_seasonal_precip_mean_mm,mean_yield_kg_ha,scenario,best_mean_yield_kg_ha,yield_penalty_kg_ha,yield_penalty_pct,p_freeze_growing_pct,p_heat35_flowering_pct,p_heat38_flowering_pct,p_heat35_reproductive_pct,p_heat38_reproductive_pct,p_heat35_growing_pct,p_heat38_growing_pct,thermal_screening_index_pct,pareto_yield_thermal,thermal_screening_min_within_cell
Northwest,A1,April 1,990003,SS,38,499,198.20825862250817,2327.3725345427697,1.140750411643461,2.5192916232087943,50.34668138092562,263.45601729775336,2260.877808248075,Rainfed,2406.7317793481698,145.8539711000949,6.060250350772259,92.33730619133004,69.95909139842824,36.117989019270105,99.9784691570675,90.52642910969963,98.02763421580002,88.94631367999156,82.27046182451245,True,False
Northwest,A1,April 1,990004,VSS,38,499,95.0743592448054,522.6324227402173,0.4105339590626533,2.586832230626667,19.82490159469212,219.72033540765744,1700.2963822381605,Rainfed,2373.990876489822,673.6944942516614,28.37814167372811,92.33730619133004,36.75774526678141,10.99397590361446,98.4724612736661,78.03894148020655,97.56354814892944,76.58474844425693,70.10696095839785,True,False
Northwest,A10,April 10,990001,LS,38,499,382.8762788735365,4569.74438350385,1.2069852838299302,1.9995709943154087,69.59434985133876,416.99356607952745,2208.3298702668494,Rainfed,2376.3952642126355,168.06539394578613,7.07228281745759,78.44636641704462,96.0806948109059,77.61653474054529,99.1424802110818,88.53342128408092,97.57409555954013,92.31621137010865,89.95854348475821,False,False
Northwest,A10,April 10,990002,MS,38,499,290.88176352705415,5213.907921105369,1.8706266547682848,3.064744817128835,67.80059214395749,373.890517877861,2627.6721864782194,Rainfed,2947.381394367683,319.7092078894634,10.84722895043084,78.44636641704462,96.74032541776604,73.08157431838171,99.85158311345648,94.89885664028144,97.57409555954013,91.456597405337,90.29277126740108,False,False
Northwest,A10,April 10,990003,SS,38,499,209.7088914671448,2273.6622719122456,1.0363393141363315,2.488785785350488,49.79528661575256,323.06803079843894,2363.3258622508174,Rainfed,2406.7317793481698,43.40591709735236,1.8035211679927314,78.44636641704462,76.7659013512029,41.7060309787982,99.97802922113588,90.53059430956829,97.56882185423478,87.14270646556271,81.73406437107819,True,False
Northwest,A10,April 10,990004,VSS,38,499,109.19338677354708,416.4385085961396,0.2890457753435024,2.346065976397239,16.555140414656396,280.885560594874,1898.696972893155,Rainfed,2373.990876489822,475.29390359666695,20.020881642958777,78.44636641704462,44.16369129360066,14.309255698983796,99.28041746772864,82.0159296896457,97.18384136694442,78.77860985128152,70.59687311217563,True,False
Northwest,A20,April 20,990001,LS,38,499,384.29886087965406,4797.10932391098,1.268837202813082,2.057308855405628,70.51065758832796,424.2501845796857,2176.439827022466,Rainfed,2376.3952642126355,199.9554371901695,8.414233111864924,41.0136061596878,97.068956089025,79.28583146497512,99.14693498113414,87.12199923442883,97.4686214534332,92.81721337411663,84.84616610811439,False,False
Northwest,A20,April 20,990002,MS,38,499,292.20150827971736,5264.688165805295,1.8802213260259744,3.1580292775132737,67.73113576545975,382.75234679886086,2709.8409450479908,Rainfed,2947.381394367683,237.54044931969202,8.059372627296264,41.0136061596878,94.85426805927708,70.24662328430033,99.85235413135014,94.69021709411057,97.4686214534332,92.38476953907816,84.35863710303389,True,False
Northwest,A20,April 20,990003,SS,38,499,216.16390676089023,2450.1071089547518,1.1092241131233378,2.4616987488328803,53.4248684536398,335.266269380867,2251.072566185001,Rainfed,2406.7317793481698,155.65921316316872,6.467659358589883,41.0136061596878,88.28676108711106,54.11494504292667,99.96172144146117,91.87400885875212,97.46334774812784,88.983229617129,80.24251713645653,True,False
Northwest,A20,April 20,990004,VSS,38,499,124.389568610906,596.5829553844532,0.4100973415502684,2.503775323244652,20.784754280963732,293.48887248180574,2181.318637274549,Rainfed,2373.990876489822,192.67223921527284,8.115963760575088,41.0136061596878,51.33154700060152,18.822114070104444,99.86329086236124,87.01810028982337,97.35259993671554,83.9573884611328,68.4798066829181,True,True
Northwest,M1,May 1,990001,LS,38,499,386.19475793692646,5102.621189747917,1.362000471371309,2.1629869507325097,71.82454114641878,441.4519038076152,2166.514977323068,Rainfed,2376.3952642126355,209.88028688956774,8.831876163459144,21.875329606581584,97.03149062715735,74.68004885561042,99.0281981838458,85.83187297541288,99.7785043771754,95.87068874591289,82.01373333881375,False,False
Northwest,M1,May 1,990002,MS,38,499,294.20683472207577,5275.110484126148,1.8434188944377596,3.2522480711689825,66.51742093269243,400.8720071722393,2860.122402700137,Rainfed,2947.381394367683,87.25899166754562,2.960559900197977,20.103364623984813,96.17120705220115,75.30136477085657,99.85661940417395,92.86814295576444,99.7785043771754,95.82322539816477,82.84320408318874,True,False
Northwest,M1,May 1,990003,SS,38,499,216.85476215589077,2352.394367682734,1.0689981810376337,2.4536629417541875,52.22601302303332,354.248496993988,2307.600569560173,Rainfed,2406.7317793481698,99.1312097879968,4.118913899697004,20.103364623984813,93.6593914290266,64.12298868886411,99.962827252934,93.08055865328448,99.77323067187004,92.78029743697924,80.49752267956332,True,False
Northwest,M1,May 1,990004,VSS,38,499,131.52621031536756,607.7323067187006,0.3603034963185158,2.503007516112431,20.141675189044,313.52330977744964,2298.5657103681046,Rainfed,2373.990876489822,75.42516612171721,3.1771464190814713,20.103364623984813,62.88035685837183,29.9877860973926,99.978758430248,89.93680632998779,99.77323067187004,89.53169496888513,70.31314256867716,True,False
