planting_code,planting_label,region,scenario,cultivar_id,maturity_class,maturity_class_long,stage,stage_label,threshold,threshold_label,n_sites,valid_site_years,event_site_years,equal_site_mean_probability_pct,mean_exposure_days,mean_exceedance_degree_c_days,mean_longest_consecutive_run_days,pooled_probability_pct
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,499,18962,6684,35.24944626094294,0.45749393523889886,0.4719227929543298,,35.24944626094294
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,499,18962,16301,85.96667018247021,5.285096508807087,,,85.96667018247021
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,499,18592,18592,100.0,10.722160942530474,49.70091442752182,,100.0
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,499,18592,17804,95.77288624609272,4.715089538125704,11.390081845558743,2.931750204450404,95.76161790017211
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,499,18592,12250,65.94431436716627,1.6794055854995071,2.2616541592934003,1.2039647867402448,65.88855421686748
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,499,18592,0,0.0,0.0,,,0.0
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,499,18962,18640,98.30186689167809,51.164434131420734,232.60511549414616,,98.30186689167809
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,499,18962,18589,98.03290792110538,21.44652462820378,56.02811939668811,6.8525471996624825,98.03290792110536
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,499,18962,17742,93.566079527476,8.270330133952115,13.557277713321382,3.515504693597722,93.566079527476
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,499,18962,17509,92.33730619133003,6.276711317371585,,,92.33730619133003
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,499,18592,18592,100.0,33.910065880606034,176.94192315031052,,100.0
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,499,18592,18589,99.98417888408396,17.389146770376723,47.99452618175295,6.83224871632647,99.98386402753873
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,499,18592,17700,95.24018332036846,7.284017704893512,12.24403188157477,3.4871655004986684,95.20223752151463
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,499,18592,0,0.0,0.0,,,0.0
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,499,18592,18592,100.0,17.97001192857922,59.940300837079846,,100.0
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,499,18592,16725,90.05485659629862,4.477682389015892,9.037624050153132,2.2064178003176744,89.95804647160068
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,499,18592,10690,57.58338980138617,1.1310471890703562,1.5218975004090127,0.8580599963768778,57.49784853700516
A1,April 1,Northwest,Irrigated,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,499,18592,8269,44.583904651408076,0.9994024531365466,,,44.476118760757316
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,499,18962,6684,35.24944626094294,0.45749393523889886,0.4719227929543298,,35.24944626094294
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,499,18962,16301,85.96667018247021,5.285096508807087,,,85.96667018247021
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,499,18592,18592,100.0,7.692554970203146,29.068667181237213,,100.0
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,499,18592,12997,70.01802114814518,2.3662564020183283,5.0784124995591275,1.5359801129606996,69.90641135972461
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,499,18592,6710,36.12106649916014,0.618531180007073,0.8782752267148304,0.5217712640576945,36.0907917383821
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,499,18592,0,0.0,0.0,,,0.0
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,499,18962,18640,98.30186689167809,38.76996097458074,169.93527581478745,,98.30186689167809
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,499,18962,18588,98.0276342158,15.347484442569348,39.43666279928277,5.7089969412509225,98.02763421580002
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,499,18962,16872,88.97795591182364,5.77117392680097,9.452378441092712,2.8407340997785044,88.97795591182364
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,499,18962,17509,92.33730619133003,6.276711317371585,,,92.33730619133003
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,499,18592,18592,100.0,28.99831537674406,144.65474463276817,,100.0
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,499,18592,18588,99.9789051787786,13.937350281406816,37.16990967123772,5.8058448640789795,99.97848537005163
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,499,18592,16824,90.52104711472984,5.553135529419366,9.101410144641498,2.87318851576469,90.49053356282272
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,499,18592,0,0.0,0.0,,,0.0
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,499,18592,18586,99.9683577681679,10.245216592781691,28.42513489310923,,99.96772805507746
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,499,18592,11597,62.380513684049546,1.7219796466835435,3.016472204722389,1.141192518079419,62.376290877796905
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,499,18592,4017,21.59113641893443,0.32751428721387216,0.5095695700664152,0.2980297470516298,21.60606712564544
A1,April 1,Northwest,Irrigated,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,499,18592,8269,44.583904651408076,0.9994024531365466,,,44.476118760757316
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,499,18962,6684,35.24944626094294,0.45749393523889886,0.4719227929543298,,35.24944626094294
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,499,18962,16301,85.96667018247021,5.285096508807087,,,85.96667018247021
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,499,18592,16399,88.24341847446883,4.020051175343184,11.503523992173118,,88.20460413080895
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,499,18592,6834,36.775685082825674,0.6548752820398279,1.2182682046099282,0.5506804756697732,36.75774526678141
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,499,18592,2044,10.97645043245222,0.1564498757367467,0.1874333052348526,0.14298113422057904,10.993975903614459
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,499,18592,61,0.3231213493844018,0.003231213493844018,,,0.32809810671256456
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,499,18962,18640,98.30186689167809,25.857873642020884,99.24135639700454,,98.30186689167809
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,499,18962,18500,97.56354814892943,8.32987026684949,19.400342790844846,3.6484020672924795,97.56354814892944
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,499,18962,14522,76.58474844425695,2.687796645923426,4.0555743065077525,1.6337411665436135,76.58474844425693
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,499,18962,17509,92.33730619133003,6.276711317371585,,,92.33730619133003
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,499,18592,18592,100.0,21.60630001251492,91.06110741551159,,100.0
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,499,18592,18308,98.48060274175663,8.065979614935111,19.31633194148876,3.688271810404621,98.4724612736661
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,499,18592,14509,78.09417680646206,2.709613799881022,4.111356229878103,1.6630091689808648,78.03894148020655
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,499,18592,0,0.0,0.0,,,0.0
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,499,18592,18148,97.61819681535273,4.457299224561303,9.89986654479293,,97.6118760757315
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,499,18592,5271,28.235577505944867,0.4309271207463878,0.4583038724088626,0.37222969074287815,28.35090361445783
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,499,18592,536,2.87667628789501,0.029091737151820167,0.01953502855430551,0.0287667628789501,2.882960413080895
A1,April 1,Northwest,Irrigated,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,499,18592,8269,44.583904651408076,0.9994024531365466,,,44.476118760757316
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,499,18962,6684,35.24944626094294,0.45749393523889886,0.4719227929543298,,35.24944626094294
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,499,18962,16301,85.96667018247021,5.285096508807087,,,85.96667018247021
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,499,18574,18574,100.0,12.010443725148676,67.4917081646069,,100.0
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,499,18574,17948,96.63596990092086,6.722757329570026,19.97635178034646,4.640049588480506,96.62969742651018
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,499,18574,14582,78.56099614508072,3.048123147810138,5.648925513985045,2.140939131491444,78.50759125659523
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,499,18574,0,0.0,0.0,,,0.0
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,499,18962,18640,98.30186689167809,66.30745701930176,298.3590391308934,,98.30186689167809
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,499,18962,18589,98.03290792110538,27.473367788207995,69.17783989030694,7.324649298597194,98.03290792110536
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,499,18962,17905,94.42569349224766,10.012973315051156,15.647305136588967,3.6266744014344483,94.42569349224766
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,499,18962,17509,92.33730619133003,6.280508385191435,,,92.33730619133003
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,499,18574,18574,100.0,38.15794663546824,187.23547919200462,,100.0
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,499,18574,18418,99.16789482236166,18.03495869005371,46.588172225781804,6.671418660823166,99.1601162915904
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,499,18574,16657,89.63489693804814,6.887735767745013,10.690625642269952,3.0923167563476044,89.67912135242813
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,499,18574,36,0.20040080160320642,0.004008016032064128,,,0.19381931732529342
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,499,18574,18574,100.0,29.225642174930844,116.89465625670218,,100.0
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,499,18574,18533,99.78377808248075,9.990881799858887,23.862376578667057,4.005767357100053,99.7792613330462
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,499,18574,15587,83.97179263555981,3.3041815508405037,5.203073255260137,1.9343111934409079,83.91838053192635
A1,April 1,Northwest,Rainfed,990001,LS,Long Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,499,18574,8269,44.63806703021976,1.0006752690386211,,,44.519220415634756
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,499,18962,6684,35.24944626094294,0.45749393523889886,0.4719227929543298,,35.24944626094294
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,499,18962,16301,85.96667018247021,5.285096508807087,,,85.96667018247021
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,499,18587,18587,100.0,10.724274779814651,49.711337676422026,,100.0
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,499,18587,17799,95.77213399083143,4.716074992517972,11.39303971324607,2.9323143958963587,95.76047775326842
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,499,18587,12250,65.9631207486981,1.6799020739719475,2.262331941283808,1.2043559594761069,65.90627858180449
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,499,18587,0,0.0,0.0,,,0.0
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,499,18962,18640,98.30186689167809,50.68632000843793,229.56885877017191,,98.30186689167809
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,499,18962,18589,98.03290792110538,21.12245543719017,55.01692859403017,6.804240059065499,98.03290792110536
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,499,18962,17742,93.566079527476,8.11016770382871,13.24284885560595,3.5008437928488556,93.566079527476
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,499,18962,17509,92.33730619133003,6.276711317371585,,,92.33730619133003
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,499,18587,18587,100.0,33.43860832702138,173.93194793719124,,100.0
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,499,18587,18584,99.98417888408396,17.067629527316704,46.987740212339254,6.784826465471036,99.98385968687792
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,499,18587,17700,95.26651225451303,7.124119654066544,11.929750306589433,3.471057926710718,95.22784742023995
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,499,18587,0,0.0,0.0,,,0.0
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,499,18587,18587,100.0,17.971606709733116,59.95098963208728,,100.0
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,499,18587,16720,90.05485659629862,4.478374463856263,9.039855991513331,2.20676383773786,89.95534513369559
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,499,18587,10690,57.60069167239545,1.1313706588327037,1.522390979860408,0.8583082406130981,57.51331575832571
A1,April 1,Northwest,Rainfed,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,499,18587,8269,44.598949756633544,0.9997560131093451,,,44.488083068811534
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,499,18962,6684,35.24944626094294,0.45749393523889886,0.4719227929543298,,35.24944626094294
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,499,18962,16301,85.96667018247021,5.285096508807087,,,85.96667018247021
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,499,18578,18578,100.0,7.697264088138716,29.09104406714115,,100.0
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,499,18578,12997,70.08151149219664,2.3682965182869014,5.082343484652438,1.5371656672524663,69.95909139842824
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,499,18578,6710,36.146342275938935,0.6189313798060704,0.8789934800382941,0.5220661481201136,36.117989019270105
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,499,18578,0,0.0,0.0,,,0.0
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,499,18962,18640,98.30186689167809,38.72698027634216,169.66237211264632,,98.30186689167809
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,499,18962,18588,98.0276342158,15.319639278557114,39.33744330766796,5.695390781563126,98.02763421580002
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,499,18962,16866,88.94631367999156,5.753401539921949,9.417761839468412,2.833561860563232,88.94631367999156
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,499,18962,17509,92.33730619133003,6.276711317371585,,,92.33730619133003
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,499,18578,18578,100.0,28.977436413190272,144.4912611461173,,100.0
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,499,18578,18574,99.9789051787786,13.919896692389045,37.09899670574612,5.795820864760602,99.9784691570675
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,499,18578,16818,90.56016438831605,5.539706268495115,9.07318262907615,2.8677022785518416,90.52642910969965
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,499,18578,0,0.0,0.0,,,0.0
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,499,18578,18572,99.9683577681679,10.246158416368807,28.435384822397236,,99.96770373560125
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,499,18578,11583,62.35523790727077,1.7223617923562706,3.018272502013669,1.1412797796897267,62.347938421789216
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,499,18578,4017,21.60407520942833,0.32768580141344245,0.510014905181089,0.29820126125120017,21.622349014963937
A1,April 1,Northwest,Rainfed,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,499,18578,8269,44.626030946039386,1.0003924210603823,,,44.509635052212296
A1,April 1,Northwest,Rainfed,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,499,18962,6684,35.24944626094294,0.45749393523889886,0.4719227929543298,,35.24944626094294
A1,April 1,Northwest,Rainfed,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Rainfed,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,499,18962,0,0.0,0.0,0.0,0.0,0.0
A1,April 1,Northwest,Rainfed,990004,VSS,Very Short Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,499,18962,16301,85.96667018247021,5.285096508807087,,,85.96667018247021
A1,April 1,Northwest,Rainfed,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,499,18592,16399,88.24341847446883,4.020051175343184,11.503523992173118,,88.20460413080895
A1,April 1,Northwest,Rainfed,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,499,18592,6834,36.775685082825674,0.6548752820398279,1.2182682046099282,0.5506804756697732,36.75774526678141
A1,April 1,Northwest,Rainfed,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,499,18592,2044,10.97645043245222,0.1564498757367467,0.1874333052348526,0.14298113422057904,10.993975903614459
A1,April 1,Northwest,Rainfed,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,499,18592,61,0.3231213493844018,0.003231213493844018,,,0.32809810671256456
A1,April 1,Northwest,Rainfed,990004,VSS,Very Short Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,499,18962,18640,98.30186689167809,25.857820904967827,99.24091867946419,,98.30186689167809
A1,April 1,Northwest,Rainfed,990004,VSS,Very Short Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,499,18962,18500,97.56354814892943,8.329817529796435,19.400168758569773,3.6483493302394265,97.56354814892944
