planting_code,planting_label,region,scenario,cultivar_id,maturity_class,maturity_class_long,stage,stage_label,threshold,threshold_label,n_sites,valid_site_years,event_site_years,equal_site_mean_probability_pct,mean_exposure_days,mean_exceedance_degree_c_days,mean_longest_consecutive_run_days,pooled_probability_pct
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,499,18287,1634,8.915147241521352,0.09837625990706145,0.07151205980561286,0.09532455827398655,8.935309236069338
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,499,18287,2,0.010689943186515276,0.00010689943186515278,0.00014025205460708052,0.00010689943186515278,0.010936731011100782
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,499,18287,6453,35.382825237705276,1.0287962157155652,,,35.28736260731667
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,499,18287,18287,100.0,9.937757722213941,42.64072463642244,,100.0
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,499,18287,16145,88.31247900392381,3.8026140413186953,8.757842433454183,2.343175203507633,88.28676108711106
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,499,18287,9896,54.176873959659346,1.216793650173723,1.6870967115384743,0.8952106961965689,54.11494504292667
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,499,18287,0,0.0,0.0,,,0.0
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,499,18962,18962,100.0,41.67055162957494,188.49107161691805,,100.0
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,499,18962,18481,97.46334774812783,17.324649298597194,44.89965720915515,6.18452694863411,97.46334774812783
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,499,18962,16873,88.98322961712898,6.6408079316527795,10.752262419575993,3.223499630840629,88.983229617129
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,499,18962,7777,41.0136061596878,1.0812677987554056,,,41.0136061596878
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,499,18287,18287,100.0,29.086133779446723,151.3858751529349,,100.0
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,499,18287,18280,99.96222886740765,14.874888071452409,40.7814272855043,6.343025340927026,99.96172144146115
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,499,18287,16801,91.93533491603316,6.244834937933519,10.277176404396789,3.3193041636377223,91.87400885875212
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,499,18287,0,0.0,0.0,,,0.0
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,499,18287,18287,100.0,13.301188056735993,42.53233267557882,,100.0
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,499,18287,14446,78.9949056822432,3.0373605454823616,5.747100605392701,1.7181275818447996,78.99600809318095
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,499,18287,7210,39.45381266869444,0.6452692401484723,0.8700357730995477,0.5311822647884865,39.42691529501832
A20,April 20,Northwest,Rainfed,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,499,18287,1682,9.1892630191519,0.09545024328399128,,,9.197790780335758
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,499,18287,9117,49.85051301771429,0.8456784733744226,1.6514784465518753,,49.855088314102915
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,499,18287,1634,8.915147241521352,0.09837625990706145,0.07151205980561286,0.09532455827398655,8.935309236069338
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,499,18287,2,0.010689943186515276,0.00010689943186515278,0.00014025205460708052,0.00010689943186515278,0.010936731011100782
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,499,18287,6453,35.382825237705276,1.0287962157155652,,,35.28736260731667
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,499,18287,17161,93.85669678450286,5.547957840111187,18.89897777389817,,93.84262044075027
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,499,18287,9387,51.33069647196973,1.4381489828333982,2.6204953948201437,1.042587698675726,51.33154700060152
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,499,18287,3442,18.821942274451008,0.2740844973257166,0.3664073311239471,0.2543981751908441,18.822114070104444
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,499,18287,0,0.0,0.0,,,0.0
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,499,18962,18962,100.0,30.73858242801392,127.65498892521886,,100.0
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,499,18962,18460,97.35259993671554,11.117287205990928,27.458132053580847,4.400643392047253,97.35259993671554
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,499,18962,15920,83.95738846113278,3.8822381605315894,6.291097985444573,2.2056217698555005,83.9573884611328
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,499,18962,7777,41.0136061596878,1.0812677987554056,,,41.0136061596878
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,499,18287,18287,100.0,24.947736920595332,115.06422976865392,,100.0
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,499,18287,18262,99.86473658554662,10.612818577229751,27.153044271671586,4.545520484017292,99.86329086236124
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,499,18287,15913,87.0593210916272,3.902823480991582,6.368847703138669,2.271185516220168,87.01810028982337
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,499,18287,0,0.0,0.0,,,0.0
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,499,18287,18278,99.95125385906948,6.1019818153394905,15.75440597733766,,99.95078471045005
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,499,18287,7799,42.61827793103968,0.858667776500966,1.2921938018654051,0.6130172500129132,42.6477825777875
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,499,18287,1636,8.897345907620327,0.12678034482975634,0.1599848676790176,0.11102426664541606,8.94624596708044
A20,April 20,Northwest,Rainfed,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,499,18287,1682,9.1892630191519,0.09545024328399128,,,9.197790780335758
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,507,19266,5679,29.476798505138586,0.6113879372988684,1.691622547492993,,29.476798505138586
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,507,19266,1033,5.361777224125402,0.08891311118031765,0.14724903975916123,0.08891311118031765,5.361777224125403
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,507,19266,264,1.370289629398941,0.018478148032803902,0.0068410671649538025,0.018478148032803902,1.370289629398941
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,507,19266,2306,11.969272293158932,0.19137340392401123,,,11.969272293158934
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,507,19266,19266,100.0,12.586214055849682,68.04832866189142,,100.0
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,507,19266,17698,91.86131007993356,6.433509810028029,20.15700197238659,4.816152808055642,91.86131007993356
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,507,19266,12760,66.23066542094882,3.009965742759265,6.394435793626077,2.1842105263157894,66.23066542094882
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,507,19266,0,0.0,0.0,,,0.0
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,507,19266,19266,100.0,70.59867123429876,328.80969583722623,,100.0
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,507,19266,19257,99.95328558081594,29.558808263261703,83.3689349112426,9.78122080348801,99.95328558081594
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,507,19266,18075,93.81812519464341,12.331257136925153,23.497456659399976,4.800269905533064,93.81812519464341
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,507,19266,2377,12.33779715561092,0.20263676943838885,,,12.337797155610922
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,507,19266,19266,100.0,40.78282985570435,214.3071836395723,,100.0
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,507,19266,19224,99.78199937714108,20.29917990241877,61.08973320876155,8.976019931485519,99.78199937714108
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,507,19266,17032,88.40444306031351,9.356119588913112,18.211818748053567,4.285996055226825,88.40444306031351
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,507,19266,0,0.0,0.0,,,0.0
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,507,19266,19266,100.0,29.332762379321085,113.1480224229212,,100.0
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,507,19266,17206,89.3075884978719,9.182341949548427,22.139027301982768,4.153898058756359,89.3075884978719
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,507,19266,12585,65.32232949236997,2.9566593999792383,5.278796844181461,1.8406519256721685,65.32232949236997
A20,April 20,Southcentral,Irrigated,990001,LS,Long Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,507,19266,217,1.126336551437766,0.01126336551437766,,,1.1263365514377661
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,507,19266,5679,29.476798505138586,0.6113879372988684,1.691622547492993,,29.476798505138586
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,507,19266,1033,5.361777224125402,0.08891311118031765,0.14724903975916123,0.08891311118031765,5.361777224125403
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,507,19266,264,1.370289629398941,0.018478148032803902,0.0068410671649538025,0.018478148032803902,1.370289629398941
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,507,19266,2306,11.969272293158932,0.19137340392401123,,,11.969272293158934
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,507,19266,19212,99.71971348489568,10.924374545832034,46.686172531921514,,99.71971348489568
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,507,19266,15110,78.42831931900757,4.0442229834942385,9.698022422921207,2.756669780961279,78.42831931900758
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,507,19266,7749,40.22111491747119,1.287293677981937,2.331739852590055,1.033478667081906,40.22111491747119
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,507,19266,0,0.0,0.0,,,0.0
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,507,19266,19266,100.0,53.45458320357106,244.1824665213329,,100.0
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,507,19266,19242,99.87542821550919,21.63988373300114,60.74235440672688,8.128049413474516,99.87542821550919
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,507,19266,17766,92.2142634693242,8.903041627737982,17.234542717741096,4.106353161009031,92.2142634693242
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,507,19266,2377,12.33779715561092,0.20263676943838885,,,12.337797155610922
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,507,19266,19266,100.0,35.15773902211149,184.4974047544898,,100.0
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,507,19266,19242,99.87542821550919,17.425516453856535,52.71051074431642,7.974566593999792,99.87542821550919
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,507,19266,17480,90.72978303747534,7.884823004256202,16.044653794248937,3.991487594726461,90.72978303747534
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,507,19266,0,0.0,0.0,,,0.0
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,507,19266,19260,99.96885705387729,17.813765182186238,58.33057199211045,,99.9688570538773
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,507,19266,14009,72.71358870549155,4.1370808678500985,7.891669261912177,2.0773902211149173,72.71358870549155
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,507,19266,6350,32.959617979860894,0.9997404754489775,1.1830478563272087,0.6379113464133708,32.959617979860894
A20,April 20,Southcentral,Irrigated,990002,MS,Medium Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,507,19266,217,1.126336551437766,0.01126336551437766,,,1.1263365514377661
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,507,19266,5679,29.476798505138586,0.6113879372988684,1.691622547492993,,29.476798505138586
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,507,19266,1033,5.361777224125402,0.08891311118031765,0.14724903975916123,0.08891311118031765,5.361777224125403
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,507,19266,264,1.370289629398941,0.018478148032803902,0.0068410671649538025,0.018478148032803902,1.370289629398941
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,507,19266,2306,11.969272293158932,0.19137340392401123,,,11.969272293158934
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,507,19266,18556,96.31475137548011,8.067216858714835,29.283779715561092,,96.31475137548011
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,507,19266,11078,57.500259524551026,2.206114398422091,4.671265441710786,1.58709643932316,57.50025952455102
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,507,19266,4955,25.718883006332398,0.6582580712135369,0.8251686909581647,0.5269905533063428,25.718883006332398
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,507,19266,0,0.0,0.0,,,0.0
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,507,19266,19266,100.0,39.99615903664486,168.93432990760928,,100.0
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,507,19266,18328,95.1313194228174,14.442541264403612,37.85310391363023,6.280597944565556,95.1313194228174
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,507,19266,15486,80.37994394269697,5.401744004982872,9.971172012872419,3.0304681822900448,80.37994394269698
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,507,19266,2377,12.33779715561092,0.20263676943838885,,,12.337797155610922
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,507,19266,19266,100.0,28.890843973839925,136.61839510017646,,100.0
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,507,19266,18322,95.10017647669468,12.421623585591197,34.18209799647046,6.253295961797986,95.1001764766947
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,507,19266,15355,79.69998961901796,4.94492889027302,9.51957853212914,3.0100176476694696,79.69998961901796
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,507,19266,0,0.0,0.0,,,0.0
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,507,19266,19194,99.62628464652757,10.622236063531611,30.96144503270009,,99.62628464652757
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,507,19266,10908,56.61787605107443,1.9436312675179073,3.5308315166614763,1.2251115955569398,56.61787605107443
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,507,19266,3933,20.414201183431953,0.43833696667704763,0.44475241357832457,0.31428423128827987,20.414201183431953
A20,April 20,Southcentral,Irrigated,990003,SS,Short Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,507,19266,217,1.126336551437766,0.01126336551437766,,,1.1263365514377661
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,507,19266,5679,29.476798505138586,0.6113879372988684,1.691622547492993,,29.476798505138586
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,507,19266,1033,5.361777224125402,0.08891311118031765,0.14724903975916123,0.08891311118031765,5.361777224125403
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,507,19266,264,1.370289629398941,0.018478148032803902,0.0068410671649538025,0.018478148032803902,1.370289629398941
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,507,19266,2306,11.969272293158932,0.19137340392401123,,,11.969272293158934
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,507,19266,16871,87.56877400602097,5.068358766739333,15.82774836499533,,87.56877400602097
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,507,19266,7792,40.444306031350564,1.063375895359701,2.0421571680680994,0.8726772552683483,40.444306031350564
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,507,19266,2474,12.841274784594622,0.2554759680265753,0.305610920793107,0.22568254956918923,12.841274784594622
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmin_le0,Tmin ≤ 0°C,507,19266,0,0.0,0.0,,,0.0
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,growing,Planting to maturity,tmax_ge30,Tmax ≥ 30°C,507,19266,19266,100.0,28.233675905740682,104.68948406519257,,100.0
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,growing,Planting to maturity,tmax_ge35,Tmax ≥ 35°C,507,19266,17188,89.21415965950379,8.26279456036541,18.855143776601267,3.7435897435897436,89.21415965950379
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,growing,Planting to maturity,tmax_ge38,Tmax ≥ 38°C,507,19266,11496,59.66988477109934,2.4553617772241254,4.135305719921106,1.5201910100695526,59.66988477109935
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,growing,Planting to maturity,tmin_le0,Tmin ≤ 0°C,507,19266,2377,12.33779715561092,0.20263676943838885,,,12.337797155610922
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmax_ge30,Tmax ≥ 30°C,507,19266,19266,100.0,22.87937298868473,90.2008875739645,,100.0
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmax_ge35,Tmax ≥ 35°C,507,19266,17023,88.35772864112946,7.378127270839822,17.27448873663449,3.6736738295442746,88.35772864112946
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmax_ge38,Tmax ≥ 38°C,507,19266,10917,56.66459047025849,2.2737464964185614,3.9521436727914465,1.479964704661061,56.66459047025849
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,reproductive,Anthesis to maturity,tmin_le0,Tmin ≤ 0°C,507,19266,0,0.0,0.0,,,0.0
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmax_ge30,Tmax ≥ 30°C,507,19266,17291,89.7487802346102,4.871223917782623,13.134106716495381,,89.7487802346102
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmax_ge35,Tmax ≥ 35°C,507,19266,5809,30.151562337797156,0.8073808782310806,1.440480639468494,0.5445344129554656,30.151562337797156
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmax_ge38,Tmax ≥ 38°C,507,19266,1541,7.998546662514274,0.1631371327727603,0.1763209799647047,0.12005605730302085,7.998546662514274
A20,April 20,Southcentral,Irrigated,990004,VSS,Very Short Season,vegetative,Emergence to pre-anthesis,tmin_le0,Tmin ≤ 0°C,507,19266,217,1.126336551437766,0.01126336551437766,,,1.1263365514377661
A20,April 20,Southcentral,Rainfed,990001,LS,Long Season,establishment,Planting to emergence,tmax_ge30,Tmax ≥ 30°C,507,19230,5918,30.760954040306267,0.7848850095813659,2.4837766293231884,,30.77483099323973
A20,April 20,Southcentral,Rainfed,990001,LS,Long Season,establishment,Planting to emergence,tmax_ge35,Tmax ≥ 35°C,507,19230,1414,7.345947629348438,0.16901361030915685,0.32506207546693383,0.1315817530392429,7.353094123764951
A20,April 20,Southcentral,Rainfed,990001,LS,Long Season,establishment,Planting to emergence,tmax_ge38,Tmax ≥ 38°C,507,19230,463,2.403618193091877,0.03805331335695708,0.02275385008178532,0.028812836505144195,2.407696307852314
A20,April 20,Southcentral,Rainfed,990001,LS,Long Season,establishment,Planting to emergence,tmin_le0,Tmin ≤ 0°C,507,19230,2306,11.976426753754687,0.19146458822572182,,,11.991679667186688
A20,April 20,Southcentral,Rainfed,990001,LS,Long Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge30,Tmax ≥ 30°C,507,19215,19215,100.0,12.56589959626397,68.47953950524801,,100.0
A20,April 20,Southcentral,Rainfed,990001,LS,Long Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge35,Tmax ≥ 35°C,507,19215,17647,91.83647989316005,6.505093695377097,20.40497136812926,4.912057650924048,91.83970856102003
A20,April 20,Southcentral,Rainfed,990001,LS,Long Season,flowering15,Flowering/silking proxy (ADAT ±7 d),tmax_ge38,Tmax ≥ 38°C,507,19215,12788,66.55724550461393,3.039343921935015,6.493015001921885,2.1998703780080295,66.55217278168098
