region,scenario,cultivar_id,maturity_class,planting_code,planting_label,n_years,mean_yield_kg_ha,mean_flowering_edd35,flowering_ge35_site_pct,flowering_ge38_site_pct,heat_associated_penalty_kg_ha,heat_associated_penalty_pct,zeroheat_sensitivity_penalty_kg_ha,best_mean_yield_kg_ha,total_planting_date_penalty_kg_ha,total_planting_date_penalty_pct,heat_component_fraction_of_total_penalty
Northeast,Irrigated,990003,SS,A10,April 10,38,4566.117660317818,0.47320522934745857,19.55933731545137,2.8457117096810545,5.942234473409706,0.1422516158007503,5.942234473409706,4819.983996393554,253.8663360757355,5.266953920711881,0.023406941484502182
Northeast,Irrigated,990003,SS,A20,April 20,38,4544.388369209963,0.9726529922236,21.768285810886958,4.485517863180434,12.214007332561275,0.2967664084110992,12.214007332561275,4819.983996393554,275.5956271835912,5.717770585748823,0.044318581747397515
Northeast,Irrigated,990003,SS,M1,May 1,38,4534.148371463992,1.7348247492392652,28.885382621435816,7.539727262481685,21.784914432305712,0.5341443390050052,21.784914432305712,4819.983996393554,285.8356249295621,5.930219377147979,0.07621483304495066
Northeast,Irrigated,990003,SS,M10,May 10,38,4530.493237912769,4.094855178631804,46.94015552800631,15.907810210751716,51.4207960880748,1.365096082066458,51.4207960880748,4819.983996393554,289.4907584807852,6.006052275223118,0.1776250003900827
Northeast,Irrigated,990003,SS,M20,May 20,38,4819.983996393554,6.6155753409218985,53.16127578045757,29.471430181449342,83.0745254156957,2.0134811280224856,83.0745254156957,4819.983996393554,0.0,0.0,
Northeast,Irrigated,990004,VSS,A1,April 1,38,2419.287388707314,0.07438859461287049,5.201172095120027,0.11833652654119235,0.06671416283914991,0.002457250221007795,0.06671416283914991,3125.4801081933956,706.1927194860814,22.5946956960247,9.447019347310731e-05
Northeast,Irrigated,990004,VSS,A10,April 10,38,2424.8014200383186,0.15163980615349937,8.27792178519103,0.11833652654119235,0.1359956156352741,0.005159192210033072,0.1359956156352741,3125.4801081933956,700.678688155077,22.418273797944167,0.00019409126884300926
Northeast,Irrigated,990004,VSS,A20,April 20,38,2786.0936549081484,0.24661332131184494,12.081595852586497,0.4564408880874561,0.22117101905102668,0.007734964868595854,0.22117101905102668,3125.4801081933956,339.38645328524717,10.858698233130683,0.0006516789839726959
Northeast,Irrigated,990004,VSS,M1,May 1,38,2824.8186070100305,0.3641158570945565,18.404147413501633,1.7525076073481343,0.3265511965770848,0.01162926193828915,0.3265511965770848,3125.4801081933956,300.6615011833651,9.619690120413367,0.0010861091137103394
Northeast,Irrigated,990004,VSS,M10,May 10,38,3075.219767835005,0.5568522483940043,23.470077764003154,2.090611968894398,0.49940359500049836,0.016569630973824953,0.49940359500049836,3125.4801081933956,50.26034035839075,1.6080838341166874,0.00993633531805411
Northeast,Irrigated,990004,VSS,M20,May 20,38,3125.4801081933956,1.8080694240955713,27.87670460948946,6.812802885157216,1.621536723624654,0.058491050917990096,1.621536723624654,3125.4801081933956,0.0,0.0,
Northeast,Rainfed,990001,LS,A1,April 1,38,4566.098162966303,7.016324805589993,52.92460272737518,32.136819564972384,132.3056759543564,10.407311153299016,132.3056759543564,5473.686577256846,907.5884142905434,16.580935014832068,0.14577717594354592
Northeast,Rainfed,990001,LS,A10,April 10,38,4877.844133889327,8.22655809759946,58.14831511326496,34.875464893497124,155.12684489941557,8.970751130170598,155.12684489941557,5473.686577256846,595.8424433675191,10.885578393239447,0.2603487660642067
Northeast,Rainfed,990001,LS,A20,April 20,38,4950.243773244674,10.622681167587062,66.44877718922574,45.37360531950863,200.31014117326586,10.037711970518988,200.31014117326586,5473.686577256846,523.442804012172,9.562893246154712,0.3826781830562865
Northeast,Rainfed,990001,LS,M1,May 1,38,5012.06981855066,11.724580187084413,65.58661106728276,44.89462414065141,221.08846866629875,10.857625424202453,221.08846866629875,5473.686577256846,461.6167587061864,8.433379445293832,0.47894376557290236
Northeast,Rainfed,990001,LS,M10,May 10,38,5123.9811225064805,12.214499042037643,71.06390172433224,48.061534993801416,230.3267874533266,10.209468767971181,230.3267874533266,5473.686577256846,349.7054547503658,6.388846891661482,0.6586308115146313
Northeast,Rainfed,990001,LS,M20,May 20,38,5473.686577256846,12.128597993914122,72.47266989744168,44.212780344866445,228.7069656018473,8.741532457134994,228.7069656018473,5473.686577256846,0.0,0.0,
Northeast,Rainfed,990002,MS,A1,April 1,38,6213.56102783726,1.8690127352642847,29.381269018370336,7.1903527555505455,75.78210548674086,2.3513678998034293,75.78210548674086,6465.524512566211,251.9634847289517,3.897030847833653,0.30076622240823125
Northeast,Rainfed,990002,MS,A10,April 10,38,6465.524512566211,2.3938521356925504,36.447650174687254,10.943311168714075,97.06255695526897,2.6496405777777983,97.06255695526897,6465.524512566211,0.0,0.0,
Northeast,Rainfed,990002,MS,A20,April 20,38,6259.340076636989,3.761901273526428,45.48630677335737,16.910853150005632,152.53229352702746,4.807253640105294,152.53229352702746,6465.524512566211,206.18443592922267,3.1889823560097623,0.7397856818804088
Northeast,Rainfed,990002,MS,M1,May 1,38,6151.6206469063445,6.47949397047222,52.28220444043728,28.023216499492843,262.7214284345654,8.155955186679682,262.7214284345654,6465.524512566211,313.9038656598668,4.855040995510451,0.8369486877209706
Northeast,Rainfed,990002,MS,M10,May 10,38,6303.792572974191,8.006328186633608,58.00743829595402,33.63011382846838,324.6293595292917,9.225031033476762,324.6293595292917,6465.524512566211,161.73193959202035,2.501451185865628,2.007206247252033
Northeast,Rainfed,990002,MS,M20,May 20,38,6374.6174349149105,11.081443705623803,67.6377775273301,44.748112250648035,449.31482809089374,11.478558323305458,449.31482809089374,6465.524512566211,90.90707765130082,1.406027886440093,4.942572566399777
Northeast,Rainfed,990003,SS,A1,April 1,38,4058.5009579623575,0.32498591231826895,15.423193959202072,1.5327397723430627,6.436486962047405,0.25963826461658723,6.436486962047405,4228.865209061197,170.3642510988393,4.028604428767309,0.037780736982861406
Northeast,Rainfed,990003,SS,A10,April 10,38,4200.670348247492,0.47320522934745857,19.55933731545137,2.8457117096810545,9.372034828650456,0.38117790860677014,9.372034828650456,4228.865209061197,28.19486081370451,0.666724036351202,0.33240223778991124
Northeast,Rainfed,990003,SS,A20,April 20,38,4185.76952552688,0.9726529922236,21.768285810886958,4.485517863180434,19.263814417015414,0.8969354828675037,19.263814417015414,4228.865209061197,43.09568353431678,1.0190838772060073,0.4470010181338876
Northeast,Rainfed,990003,SS,M1,May 1,38,4133.131015440099,1.7348247492392652,28.885382621435816,7.539727262481685,34.35895667065167,1.651783937995476,34.35895667065167,4228.865209061197,95.7341936210978,2.263827028962001,0.3588995255617809
Northeast,Rainfed,990003,SS,M10,May 10,38,4044.5786092640597,4.094855178631804,46.94015552800631,15.907810210751716,81.10038303113906,3.8698745974003366,81.10038303113906,4228.865209061197,184.28659979713711,4.357826288770469,0.44007748322674817
Northeast,Rainfed,990003,SS,M20,May 20,38,4228.865209061197,6.6155753409218985,53.16127578045757,29.471430181449342,131.0243392537731,4.8043351486392485,131.0243392537731,4228.865209061197,0.0,0.0,
Northeast,Rainfed,990004,VSS,A1,April 1,38,2338.3436267327847,0.07438859461287049,5.201172095120027,0.11833652654119235,0.6715143874868987,0.027077791337575128,0.6715143874868987,3035.6004733461064,697.2568466133216,22.969321975521492,0.0009630803781254243
Northeast,Rainfed,990004,VSS,A10,April 10,38,2398.26749690071,0.15163980615349937,8.27792178519103,0.11833652654119235,1.368869946767099,0.05627793091838721,1.368869946767099,3035.6004733461064,637.3329764453965,20.995285184643286,0.0021478096965917423
